X,Y,Z,EDA,HR,TEMP,id,datetime,label,anomaly_flag
-31,80,-26,6.613321,93.84,31.19,9,14:16:00,1,0
-28,-46,-55,6.37581,87.35,31.31,1,14:17:00,1,0
43,-76,-2,6.382513,92.16,31.16,13,14:18:00,1,0
40,21,-74,6.322316,97.01,31.09,2,14:19:00,1,0
-61,30,-100,6.343119,94.5,31.11,9,14:20:00,1,0
28,43,-7,6.148815,98.37,31.2,8,14:21:00,1,0
86,53,71,6.332641,92.55,31.13,5,14:22:00,1,0
-54,61,17,6.391014,95.87,31.12,13,14:23:00,1,0
-35,31,22,6.435186,96.8,31.3,13,14:24:00,1,0
86,72,-87,6.302733,94.43,31.11,16,14:25:00,1,0
81,41,33,6.466414,92.89,31.2,16,14:26:00,1,0
7,43,-96,6.311476,94.83,31.06,11,14:27:00,1,0
93,-57,15,6.257033,92.41,31.1,16,14:28:00,1,0
75,-31,-55,6.118221,97.4,31.32,11,14:29:00,1,0
36,-64,-96,5.696918,84.32,31.07,18,14:30:00,0,0
71,49,-95,5.804381,86.32,30.84,4,14:31:00,0,0
89,-16,3,5.7817,83.61,30.96,9,14:32:00,0,0
60,70,8,5.906116,86.75,31.04,12,14:33:00,0,0
46,31,-8,5.817306,83.65,30.97,17,14:34:00,0,0
72,-90,80,5.744514,85.59,31.08,8,14:35:00,0,0
-3,-95,-82,5.881898,84.62,31.26,12,14:36:00,0,0
-98,-77,-93,5.904089,83.71,30.86,16,14:37:00,0,0
-100,-98,-36,5.807519,86.16,30.91,15,14:38:00,0,0
42,86,81,5.89393,85.25,31.12,5,14:39:00,0,0
-84,58,91,5.831737,87.29,30.97,16,14:40:00,0,0
63,-37,62,5.728813,86.81,30.95,11,14:41:00,0,0
38,-96,85,5.857304,87.34,30.94,18,14:42:00,0,0
-27,-16,19,5.912063,86.29,31.12,14,14:43:00,0,0
-96,-32,-49,5.851555,83.55,31.01,17,14:44:00,0,0
-86,-36,-30,5.856218,83.56,31.06,15,14:45:00,0,0
14,12,-24,5.772001,83.85,31.09,2,14:46:00,0,0
38,0,95,5.927899,87.54,31.12,2,14:47:00,0,0
0,46,-55,5.734153,88.27,31.06,8,14:48:00,0,0
17,-96,60,5.725852,87.46,31.05,17,14:49:00,0,0
-25,73,26,5.998324,85.57,30.9,1,14:50:00,0,0
49,-33,-90,5.786905,82.98,30.95,18,14:51:00,0,0
-64,77,20,5.76816,86.45,31.0,17,14:52:00,0,0
-98,-77,50,5.792794,84.69,30.89,13,14:53:00,0,0
-35,45,-42,5.715105,83.4,31.18,18,14:54:00,0,0
59,19,41,5.982495,86.22,30.88,13,14:55:00,0,0
-3,4,-71,5.973388,87.55,30.81,5,14:56:00,0,0
-81,-18,-37,5.719806,84.74,31.04,13,14:57:00,0,0
-21,-43,-44,5.730667,80.51,31.1,1,14:58:00,0,0
54,97,-64,5.897581,85.2,31.08,6,14:59:00,0,0
36,-83,-86,5.704807,86.56,30.94,4,15:00:00,0,0
-30,-78,25,5.830042,88.63,30.94,15,15:01:00,0,0
-53,67,90,5.732177,81.91,30.96,12,15:02:00,0,0
78,12,19,5.802812,85.01,31.1,8,15:03:00,0,0
-60,-86,-78,5.818662,80.18,31.04,9,15:04:00,0,0
87,11,-49,6.026903,86.97,30.86,9,15:05:00,0,0
38,47,-70,5.660811,84.04,31.05,2,15:06:00,0,0
16,90,75,5.82602,85.59,31.04,10,15:07:00,0,0
-18,-8,-38,5.814088,85.38,30.94,15,15:08:00,0,0
-21,-84,-58,5.894433,86.83,30.87,17,15:09:00,0,0
25,-70,47,5.72096,81.5,30.93,10,15:10:00,0,0
65,-77,-62,5.756266,83.73,30.81,12,15:11:00,0,0
80,-64,-18,5.657497,82.11,30.92,11,15:12:00,0,0
-8,-12,86,5.901289,88.4,30.98,15,15:13:00,0,0
52,45,-49,5.772778,85.26,30.98,8,15:14:00,0,0
10,71,71,5.743717,81.69,31.06,15,15:15:00,0,0
68,-47,54,5.795833,85.11,30.98,10,15:16:00,0,0
45,-27,83,5.722025,87.23,30.89,15,15:17:00,0,0
-12,30,-80,5.660768,86.67,30.87,7,15:18:00,0,0
-16,-92,-51,5.951756,86.58,31.0,1,15:19:00,0,0
8,-69,68,5.696103,87.05,30.92,7,15:20:00,0,0
7,-87,-78,5.686007,81.55,31.09,15,15:21:00,0,0
52,-19,8,5.818702,86.17,31.04,2,15:22:00,0,0
-98,-39,-22,5.795018,84.76,31.18,3,15:23:00,0,0
35,22,1,5.75224,85.1,31.13,15,15:24:00,0,0
-47,-25,69,5.941111,86.74,31.05,8,15:25:00,0,0
88,-3,25,5.807469,82.96,30.86,17,15:26:00,0,0
-74,94,-34,5.969398,87.79,31.05,3,15:27:00,0,0
30,60,-59,5.600563,86.08,30.89,13,15:28:00,0,0
-15,-43,-44,5.702852,85.44,31.05,2,15:29:00,0,0
74,82,53,6.640705,95.6,31.15,13,15:30:00,1,0
6,-78,75,6.388738,92.65,31.33,14,15:31:00,1,0
-16,-41,-71,6.346766,91.01,31.12,1,15:32:00,1,0
84,-58,79,6.299394,101.72,31.19,13,15:33:00,1,0
-23,-94,59,6.58344,96.21,31.38,14,15:34:00,1,0
-76,-48,56,6.395329,86.69,31.26,18,15:35:00,1,0
-66,82,-54,6.42034,97.82,31.32,1,15:36:00,1,0
-42,-5,-83,6.559307,93.68,31.08,10,15:37:00,1,0
-29,54,21,6.444035,93.14,31.23,10,15:38:00,1,0
-96,-21,5,6.444572,93.7,31.23,11,15:39:00,1,0
-68,-77,96,6.430419,87.74,31.2,14,15:40:00,1,0
-16,10,-44,6.500794,99.69,31.18,5,15:41:00,1,0
-32,-69,1,6.638137,93.27,31.18,16,15:42:00,1,0
78,62,42,6.38407,96.42,31.32,3,15:43:00,1,0
28,-98,26,6.487804,96.97,31.16,6,15:44:00,1,0
-98,-7,-54,6.368544,97.68,31.19,11,15:45:00,1,0
13,47,-54,6.042376,95.43,31.17,9,15:46:00,1,0
82,-55,9,6.227664,96.4,31.12,13,15:47:00,1,0
29,39,32,6.297701,95.51,31.04,2,15:48:00,1,0
-8,11,22,6.328755,92.1,31.22,17,15:49:00,1,0
-92,50,98,6.343236,93.72,31.12,1,15:50:00,1,0
-26,0,71,6.445043,95.0,31.2,5,15:51:00,1,0
0,40,-8,6.29555,97.64,31.16,13,15:52:00,1,0
86,38,55,6.371747,98.02,31.28,1,15:53:00,1,0
-98,-55,77,6.317176,98.89,31.14,13,15:54:00,1,0
-83,90,-49,6.373714,99.6,31.24,10,15:55:00,1,0
-20,-35,-19,6.341596,95.01,31.22,7,15:56:00,1,0
79,-87,35,6.257442,89.53,31.07,3,15:57:00,1,0
64,-35,-20,6.413905,90.91,31.16,13,15:58:00,1,0
-28,-74,47,8.173900428396813,107.92239749494351,31.09,6,15:59:00,1,0
-61,-28,66,8.711274826625605,117.0829247775696,31.59,10,16:00:00,2,1
-19,55,74,7.145308,106.18,31.18,6,16:01:00,2,0
83,58,13,7.235803,98.21,31.42,3,16:02:00,2,0
-68,95,91,6.774723,110.57,31.5,12,16:03:00,2,0
1,39,-34,6.569878,102.89,31.36,15,16:04:00,2,0
-78,-90,-85,9.081353478536663,116.42332150062614,31.62,17,16:05:00,2,1
-59,-91,73,6.819896,110.99,31.4,17,16:06:00,2,0
-33,-49,38,7.297447,104.32,31.69,5,16:07:00,2,0
-2,59,46,6.999957,99.91,31.44,7,16:08:00,2,0
-18,53,-51,7.194362,102.79,31.59,7,16:09:00,2,0
-50,86,-14,7.031162,96.5,31.59,6,16:10:00,2,0
25,97,-56,7.074953,110.74,31.33,15,16:11:00,2,0
-49,-49,-25,6.861,106.73,31.55,17,16:12:00,2,0
-52,-13,14,7.015959,103.91,31.61,12,16:13:00,2,0
-85,-7,-57,6.944398,100.44,31.6,16,16:14:00,2,0
-28,-30,96,7.051219,105.33,31.52,10,16:15:00,2,0
41,30,-23,6.874105,103.11,31.53,16,16:16:00,2,0
29,-40,83,7.102724,104.48,31.64,2,16:17:00,2,0
70,-42,-52,7.426894,107.38,31.65,6,16:18:00,2,0
49,-16,59,6.771191,101.91,31.45,15,16:19:00,2,0
-45,50,-58,8.964050490160979,121.08482965175553,31.25,4,16:20:00,2,1
-61,87,-15,9.331188236266946,124.15359292348757,31.5,9,16:21:00,2,1
6,50,31,6.977441,103.97,31.29,12,16:22:00,2,0
23,-33,1,7.275043,105.69,31.36,7,16:23:00,2,0
-12,-6,2,7.130684,100.2,31.37,3,16:24:00,2,0
35,27,-36,6.954268,95.82,31.61,5,16:25:00,2,0
-75,-90,61,6.887546,113.07,31.29,9,16:26:00,2,0
27,-25,-28,7.000305,109.8,31.33,9,16:27:00,2,0
85,-91,-23,6.798706,102.33,31.53,4,16:28:00,2,0
-64,68,-53,7.190664,106.92,31.62,16,16:29:00,2,0
-64,68,-96,6.376071,93.47,31.26,4,16:30:00,1,0
7,89,79,6.281484,96.27,31.08,7,16:31:00,1,0
-61,-100,-43,6.123072,89.8,31.25,3,16:32:00,1,0
88,-16,-96,6.309427,93.82,31.21,8,16:33:00,1,0
78,18,-54,6.136268,93.78,31.19,8,16:34:00,1,0
-61,-100,73,6.66468,92.24,31.28,11,16:35:00,1,0
28,-87,-81,6.305059,97.6,31.28,9,16:36:00,1,0
-64,-19,58,6.321958,92.47,31.16,17,16:37:00,1,0
39,-29,-96,6.510086,91.56,31.15,7,16:38:00,1,0
-49,60,48,6.489619,94.16,31.16,17,16:39:00,1,0
-82,65,-76,6.444997,102.27,31.12,7,16:40:00,1,0
37,12,-74,6.428908,95.12,31.11,16,16:41:00,1,0
-36,-90,-33,6.669676,100.14,31.17,3,16:42:00,1,0
-44,-27,-37,6.557763,95.22,31.3,6,16:43:00,1,0
-91,-47,85,6.642736,94.17,31.29,15,16:44:00,1,0
48,42,94,6.603945,95.04,31.14,1,16:45:00,1,0
-31,-89,26,6.367891,91.71,31.14,15,16:46:00,1,0
-99,-97,-35,6.42151,96.71,31.06,14,16:47:00,1,0
97,-41,57,6.267781,96.84,31.15,10,16:48:00,1,0
20,-34,15,6.508035,95.85,31.16,3,16:49:00,1,0
1,-89,-55,6.404986,94.34,31.18,17,16:50:00,1,0
-29,90,96,6.44418,96.06,31.23,4,16:51:00,1,0
25,-90,-66,6.355153,93.82,31.21,8,16:52:00,1,0
-6,-43,-48,6.13734,89.08,31.22,10,16:53:00,1,0
60,82,64,6.345173,88.56,31.3,15,16:54:00,1,0
-78,-96,-19,6.23704,97.35,31.09,6,16:55:00,1,0
-76,-94,93,6.225109,99.57,31.12,16,16:56:00,1,0
12,-63,-87,6.355252,103.49,31.15,15,16:57:00,1,0
88,-19,-57,6.488736,93.58,31.43,2,16:58:00,1,0
24,-28,-29,6.474769,99.31,31.29,1,16:59:00,1,0
50,72,-74,5.760568,87.51,30.96,15,17:00:00,0,0
-42,8,-61,5.826357,87.56,30.96,18,17:01:00,0,0
-29,-45,66,5.622665,87.58,30.96,12,17:02:00,0,0
96,55,6,5.955484,86.3,31.04,11,17:03:00,0,0
7,-21,32,5.829928,82.71,30.98,14,17:04:00,0,0
71,-12,5,5.895002,87.12,30.8,2,17:05:00,0,0
-59,73,-76,5.863448,86.46,30.92,3,17:06:00,0,0
49,11,36,5.769952,84.84,30.94,5,17:07:00,0,0
-17,-65,54,5.881851,81.92,30.94,17,17:08:00,0,0
-82,68,67,5.867975,83.7,30.92,7,17:09:00,0,0
-54,50,33,5.903268,86.44,31.01,18,17:10:00,0,0
62,-3,-92,5.75582,84.85,30.93,10,17:11:00,0,0
93,-77,24,5.847479,83.85,30.96,15,17:12:00,0,0
-49,-47,-43,5.735695,86.11,30.99,13,17:13:00,0,0
75,-11,-70,5.699531,86.29,30.88,6,17:14:00,0,0
-75,-41,27,5.731252,83.77,30.98,13,17:15:00,0,0
19,85,30,7.618971516839052,97.34259914402837,30.84,7,17:16:00,0,0
-48,24,68,5.808079,82.81,31.09,18,17:17:00,0,0
48,-29,2,5.922606,85.6,30.86,13,17:18:00,0,0
-77,88,32,5.673655,84.97,30.94,18,17:19:00,0,0
-90,11,-7,5.894694,84.64,31.05,4,17:20:00,0,0
50,-56,-27,5.80759,88.62,30.85,13,17:21:00,0,0
31,-1,-85,5.915436,87.78,30.99,9,17:22:00,0,0
55,-1,50,5.853039,88.53,30.99,12,17:23:00,0,0
78,-72,-82,5.998941,82.21,30.88,1,17:24:00,0,0
9,-21,93,5.881357,84.87,30.91,8,17:25:00,0,0
3,75,20,5.512853,84.17,30.94,1,17:26:00,0,0
51,10,25,5.683227,87.07,31.08,6,17:27:00,0,0
35,-74,63,5.918523,88.23,31.1,9,17:28:00,0,0
3,-75,31,5.723615,84.31,31.13,1,17:29:00,0,0
-49,-7,-37,5.783073,83.82,31.04,10,17:30:00,0,0
-76,94,-75,5.881677,87.19,31.07,4,17:31:00,0,0
85,-63,62,5.69277,84.43,31.01,14,17:32:00,0,0
-88,73,-11,5.796641,81.98,30.94,16,17:33:00,0,0
26,-18,51,5.778831,86.06,30.96,18,17:34:00,0,0
34,73,21,5.668443,83.15,31.07,1,17:35:00,0,0
20,-1,90,5.710017,86.02,31.13,12,17:36:00,0,0
64,7,-89,5.76347,84.74,30.94,7,17:37:00,0,0
-30,-33,79,5.72321,88.49,31.02,5,17:38:00,0,0
-96,90,24,5.726637,85.97,31.05,3,17:39:00,0,0
-1,-48,-25,5.823647,82.75,31.09,14,17:40:00,0,0
-74,24,95,5.596259,82.73,31.14,3,17:41:00,0,0
-52,42,85,5.978218,82.34,30.97,12,17:42:00,0,0
-53,23,-33,5.709035,85.95,30.95,7,17:43:00,0,0
-60,52,-51,5.757894,84.77,31.04,3,17:44:00,0,0
49,-74,19,5.772895,89.27,30.95,2,17:45:00,0,0
58,-58,99,5.886893,84.01,30.9,5,17:46:00,0,0
61,94,11,5.922273,85.56,31.03,9,17:47:00,0,0
-75,-37,38,5.892645,84.19,31.04,16,17:48:00,0,0
-26,85,-91,5.950062,84.52,30.99,16,17:49:00,0,0
97,-39,-29,5.87539,84.36,31.09,15,17:50:00,0,0
55,3,-50,5.796338,88.13,30.97,17,17:51:00,0,0
-16,-12,72,5.851682,85.27,31.02,9,17:52:00,0,0
2,12,51,5.858196,86.9,31.03,16,17:53:00,0,0
-1,19,28,5.63738,86.3,30.94,15,17:54:00,0,0
-98,43,-33,5.816326,83.95,30.98,14,17:55:00,0,0
-85,-20,87,5.990439,89.98,30.89,16,17:56:00,0,0
76,12,58,5.609699,87.25,30.95,2,17:57:00,0,0
-58,-8,67,5.751288,85.33,31.0,12,17:58:00,0,0
7,-67,-23,5.796394,85.3,30.87,12,17:59:00,0,0
-94,-22,20,6.25895,96.32,31.35,9,18:00:00,1,0
-54,78,-43,6.399685,91.91,31.13,2,18:01:00,1,0
-94,-47,-58,6.432255,90.73,31.24,11,18:02:00,1,0
52,-65,-35,6.34271,97.03,31.3,9,18:03:00,1,0
76,42,-84,6.142328,93.29,31.19,9,18:04:00,1,0
59,10,70,6.608036,90.83,31.07,14,18:05:00,1,0
-7,-99,61,6.343832,93.61,31.07,9,18:06:00,1,0
82,16,88,6.257675,95.82,31.07,4,18:07:00,1,0
6,-52,91,6.394802,95.13,31.22,7,18:08:00,1,0
-77,62,82,6.290504,95.46,31.1,17,18:09:00,1,0
-40,57,-32,6.285578,98.23,31.17,9,18:10:00,1,0
13,38,-77,6.296854,93.15,31.26,15,18:11:00,1,0
23,12,74,6.49329,89.57,31.19,8,18:12:00,1,0
3,-56,-4,6.285712,97.67,31.29,18,18:13:00,1,0
82,-73,-20,6.493876,96.37,31.2,18,18:14:00,1,0
52,98,76,6.758718,97.9,31.21,5,18:15:00,1,0
39,-23,84,6.454354,94.56,31.09,9,18:16:00,1,0
-18,92,-95,6.201831,94.87,31.14,1,18:17:00,1,0
-99,-69,49,6.459638,95.72,31.32,7,18:18:00,1,0
-37,-24,-68,6.096943,96.06,31.23,2,18:19:00,1,0
-56,-80,-89,6.098934,93.04,31.11,7,18:20:00,1,0
98,29,-58,6.504187,99.2,31.08,1,18:21:00,1,0
12,86,3,6.371584,94.19,31.14,3,18:22:00,1,0
9,-55,93,6.594279,93.85,31.21,6,18:23:00,1,0
-47,-25,68,6.319334,95.07,31.29,16,18:24:00,1,0
54,-54,16,6.194687,95.42,31.13,10,18:25:00,1,0
51,80,5,6.407626,96.93,31.39,9,18:26:00,1,0
-57,4,-7,6.592891,92.68,31.4,5,18:27:00,1,0
-22,-13,42,6.366648,93.81,31.25,18,18:28:00,1,0
14,66,4,6.111003,89.58,31.1,2,18:29:00,1,0
51,18,25,6.901672,108.64,31.64,15,18:30:00,2,0
88,26,7,7.075866,105.86,31.64,10,18:31:00,2,0
34,-29,98,6.984774,109.18,31.44,11,18:32:00,2,0
-30,25,-42,6.881215,103.17,31.39,13,18:33:00,2,0
75,-78,23,7.448877,101.72,31.24,5,18:34:00,2,0
4,72,76,7.175262,96.18,31.66,17,18:35:00,2,0
-30,24,51,7.064881,112.25,31.44,7,18:36:00,2,0
-27,43,6,7.081716,102.01,31.16,16,18:37:00,2,0
33,-37,-73,6.998434,101.01,31.61,9,18:38:00,2,0
-2,72,-19,6.999801,97.73,31.76,11,18:39:00,2,0
-83,-15,92,6.937504,107.34,31.42,14,18:40:00,2,0
43,47,-54,7.216587,106.53,31.4,1,18:41:00,2,0
10,-60,35,7.165435,100.07,31.66,17,18:42:00,2,0
-70,-97,93,9.158610382659639,113.04254646957597,31.61,5,18:43:00,2,1
-28,-40,25,7.346814,102.82,31.67,7,18:44:00,2,0
-97,-38,-31,7.064685,113.28,31.66,6,18:45:00,2,0
11,-82,-7,7.349801,107.84,31.44,16,18:46:00,2,0
13,96,-37,7.222958,111.72,31.73,13,18:47:00,2,0
-9,-28,18,7.035664,98.87,31.45,10,18:48:00,2,0
86,80,67,7.291249,104.06,31.38,11,18:49:00,2,0
30,-94,-13,7.53066,109.16,31.54,12,18:50:00,2,0
97,6,63,7.085689,100.77,31.42,17,18:51:00,2,0
-52,-50,-30,8.86780993884992,113.09804895122622,31.46,11,18:52:00,2,1
-64,92,-38,7.085189,113.35,31.38,10,18:53:00,2,0
83,-53,46,7.013257,103.59,31.38,12,18:54:00,2,0
83,-73,-40,7.325145,96.72,31.49,12,18:55:00,2,0
-90,-84,83,7.522212,103.28,31.84,3,18:56:00,2,0
61,-23,21,7.265964,111.02,31.53,1,18:57:00,2,0
-57,26,-11,6.978786,100.52,31.59,2,18:58:00,2,0
-55,-47,58,6.83965,102.26,31.7,13,18:59:00,2,0
-73,-68,-48,7.720167890220607,103.74427333602118,31.24,16,19:00:00,1,1
4,-24,-14,6.642173,93.84,31.11,4,19:01:00,1,0
-26,93,90,6.223162,96.77,31.25,2,19:02:00,1,0
-95,32,15,6.11159,94.67,31.24,9,19:03:00,1,0
50,70,-33,6.334342,92.85,31.16,11,19:04:00,1,0
-84,36,-46,6.098511,97.15,31.19,6,19:05:00,1,0
-83,59,-53,6.445367,89.15,31.28,12,19:06:00,1,0
-87,-81,-91,6.316974,102.41,31.22,11,19:07:00,1,0
-41,37,-38,6.479182,92.06,31.31,2,19:08:00,1,0
93,-22,-81,6.325351,91.47,31.08,10,19:09:00,1,0
-77,-75,29,6.383647,88.96,31.25,14,19:10:00,1,0
-98,-25,65,6.352068,90.49,31.45,17,19:11:00,1,0
51,-61,47,6.326985,96.63,31.36,15,19:12:00,1,0
60,3,83,6.211169,100.41,31.18,9,19:13:00,1,0
38,41,69,6.406211,97.37,31.29,15,19:14:00,1,0
-11,-76,-75,6.449064,90.56,31.05,15,19:15:00,1,0
90,52,54,6.497678,94.82,31.23,18,19:16:00,1,0
-100,-47,-97,6.488173,95.06,31.2,7,19:17:00,1,0
-84,58,88,6.758774,90.35,31.14,8,19:18:00,1,0
-30,-55,7,6.491867,95.53,31.13,3,19:19:00,1,0
-30,2,-24,6.233886,95.31,31.4,1,19:20:00,1,0
72,-77,83,6.347862,91.32,31.37,17,19:21:00,1,0
-92,-55,-7,6.315829,91.87,30.99,7,19:22:00,1,0
-82,29,44,6.461117,89.54,31.24,2,19:23:00,1,0
12,87,21,6.636765,94.15,31.07,12,19:24:00,1,0
-2,-92,-95,6.348017,98.24,31.08,12,19:25:00,1,0
-63,-27,-28,6.394207,92.95,31.02,17,19:26:00,1,0
25,48,52,6.241729,99.15,31.05,17,19:27:00,1,0
4,94,31,6.031189,96.24,31.06,12,19:28:00,1,0
-93,13,-96,6.385592,96.73,31.35,2,19:29:00,1,0
12,-35,53,5.645864,86.95,31.01,9,19:30:00,0,0
30,-63,97,5.754933,87.89,30.99,17,19:31:00,0,0
68,88,60,5.809421,87.44,31.08,9,19:32:00,0,0
-8,11,58,5.66399,84.53,31.09,14,19:33:00,0,0
-28,-4,-14,6.039492,86.53,31.02,3,19:34:00,0,0
57,9,-46,5.984063,85.15,30.93,13,19:35:00,0,0
10,-31,28,5.932365,83.98,31.05,16,19:36:00,0,0
-49,-8,20,5.751325,84.41,30.91,11,19:37:00,0,0
30,89,-6,5.57527,84.77,30.84,1,19:38:00,0,0
71,-44,67,5.831367,85.0,30.93,7,19:39:00,0,0
14,83,84,5.800654,84.18,31.12,18,19:40:00,0,0
-81,14,45,5.872711,84.2,31.16,11,19:41:00,0,0
-65,71,-33,5.602776,83.52,30.79,2,19:42:00,0,0
32,-5,74,5.697234,84.39,31.11,11,19:43:00,0,0
-1,85,68,5.935133,87.12,30.92,10,19:44:00,0,0
34,86,39,5.865903,85.34,30.95,13,19:45:00,0,0
-83,-48,11,5.7911,83.88,31.03,14,19:46:00,0,0
-89,78,93,5.758445,84.77,30.95,9,19:47:00,0,0
-78,87,83,5.833322,88.29,30.89,8,19:48:00,0,0
84,-26,-39,6.050062,83.45,30.89,11,19:49:00,0,0
-55,-83,-78,5.906416,83.65,31.01,3,19:50:00,0,0
5,-55,-100,5.935819,85.05,31.04,16,19:51:00,0,0
61,-48,50,5.764072,81.56,31.01,11,19:52:00,0,0
47,-82,99,5.779457,85.82,31.1,18,19:53:00,0,0
31,27,-38,5.852871,83.19,30.89,12,19:54:00,0,0
-52,3,90,5.820487,87.21,30.89,13,19:55:00,0,0
-38,93,66,5.95953,90.71,30.87,2,19:56:00,0,0
-16,-62,38,5.86376,84.43,30.88,4,19:57:00,0,0
28,-94,-53,5.795849,84.46,30.84,16,19:58:00,0,0
70,-50,6,5.864769,82.7,31.04,2,19:59:00,0,0
-13,-4,-3,5.941357,82.88,30.99,4,20:00:00,0,0
85,-15,-97,5.699948,83.23,31.04,18,20:01:00,0,0
17,99,3,5.934204,84.95,31.05,15,20:02:00,0,0
-52,9,-23,5.875808,84.28,31.01,1,20:03:00,0,0
-97,9,-17,5.801073,81.7,30.95,7,20:04:00,0,0
9,33,54,5.703557,83.56,30.97,10,20:05:00,0,0
-41,-29,27,5.89281,86.94,31.14,17,20:06:00,0,0
22,-65,-28,5.709403,87.46,30.9,3,20:07:00,0,0
96,-38,-8,5.791375,86.36,31.0,17,20:08:00,0,0
-13,15,24,5.947951,84.54,30.95,9,20:09:00,0,0
18,18,-52,5.869927,85.17,31.05,6,20:10:00,0,0
20,38,-14,5.903583,84.97,31.05,2,20:11:00,0,0
-22,-59,60,5.872474,85.59,31.07,12,20:12:00,0,0
10,-82,-62,5.744021,82.64,30.94,7,20:13:00,0,0
61,12,36,5.821613,79.83,30.91,8,20:14:00,0,0
-73,75,-26,5.648897,82.85,30.89,7,20:15:00,0,0
87,-34,61,5.690899,85.07,31.1,9,20:16:00,0,0
79,74,-81,5.706983,85.0,31.03,1,20:17:00,0,0
-82,1,-74,5.732404,85.28,31.02,18,20:18:00,0,0
-81,-31,-1,5.799653,82.87,30.89,17,20:19:00,0,0
-43,30,-71,5.893721,84.15,30.94,10,20:20:00,0,0
85,23,6,5.842355,84.62,31.16,6,20:21:00,0,0
84,-9,62,5.929551,86.48,31.16,2,20:22:00,0,0
-28,-29,16,6.113669,83.14,30.84,8,20:23:00,0,0
75,-39,0,5.915223,84.36,31.01,4,20:24:00,0,0
-67,-56,43,5.725163,86.32,30.96,9,20:25:00,0,0
22,26,74,5.855508,87.68,31.05,7,20:26:00,0,0
29,-61,57,5.802808,86.62,30.85,10,20:27:00,0,0
75,24,-40,5.910581,84.44,30.92,17,20:28:00,0,0
42,-6,-40,5.690128,84.73,31.15,7,20:29:00,0,0
11,-50,-21,6.427361,94.6,31.25,14,20:30:00,1,0
-11,81,67,8.723992874716165,104.90038525950634,31.28,7,20:31:00,1,0
-50,66,1,6.478123,98.67,31.21,18,20:32:00,1,0
86,52,-7,6.519939,91.58,31.36,9,20:33:00,1,0
-22,53,-47,6.241478,95.24,31.24,11,20:34:00,1,0
-59,56,-22,6.162097,95.07,31.29,17,20:35:00,1,0
38,1,-47,6.60735,98.39,31.1,2,20:36:00,1,0
84,-64,17,6.533109,95.75,31.28,9,20:37:00,1,0
74,73,-71,6.441993,94.94,31.03,17,20:38:00,1,0
-45,-45,52,6.534224,95.4,31.19,9,20:39:00,1,0
62,68,-38,6.442924,91.92,31.07,10,20:40:00,1,0
47,-3,18,6.410594,96.71,31.26,2,20:41:00,1,0
21,-85,21,6.42342,95.05,31.07,16,20:42:00,1,0
35,-4,-95,6.20736,92.73,31.23,8,20:43:00,1,0
77,-57,-93,6.544403,99.62,31.08,5,20:44:00,1,0
74,18,8,6.341194,99.09,31.32,13,20:45:00,1,0
2,-55,58,6.3896,97.08,31.32,6,20:46:00,1,0
-33,-62,-21,6.567269,100.22,31.25,4,20:47:00,1,0
65,-41,-25,6.394408,87.96,31.25,14,20:48:00,1,0
-28,74,-45,6.417498,101.36,31.14,18,20:49:00,1,0
-24,-61,38,6.30114,94.43,31.08,14,20:50:00,1,0
-59,53,3,6.377106,94.78,31.22,11,20:51:00,1,0
7,-27,79,6.579931,97.54,31.2,17,20:52:00,1,0
67,-79,89,6.655199,97.62,31.16,14,20:53:00,1,0
-18,-78,98,6.337644,94.39,31.11,7,20:54:00,1,0
-59,-8,-8,6.32722,91.6,31.1,1,20:55:00,1,0
-80,76,66,6.455697,88.62,31.3,6,20:56:00,1,0
-87,-39,62,6.240417,100.47,31.12,13,20:57:00,1,0
95,-97,20,6.315122,92.15,31.09,17,20:58:00,1,0
56,67,98,6.426477,94.04,31.28,8,20:59:00,1,0
-67,31,96,7.185681,102.05,31.62,14,21:00:00,2,0
48,-24,22,7.067955,103.69,31.43,6,21:01:00,2,0
33,66,56,7.259646,108.88,31.46,5,21:02:00,2,0
-4,22,57,7.070425,100.25,31.25,8,21:03:00,2,0
-46,35,89,6.927842,102.87,31.72,9,21:04:00,2,0
76,-7,33,7.076032,109.93,31.24,3,21:05:00,2,0
-49,5,-61,8.920881199150969,117.40094502893855,31.18,11,21:06:00,2,0
72,-6,38,7.089944,107.94,31.42,14,21:07:00,2,0
-23,17,31,6.849647,102.04,31.39,9,21:08:00,2,0
-52,54,-73,6.911859,112.34,31.65,1,21:09:00,2,0
67,-18,-67,6.769171,107.1,31.2,10,21:10:00,2,0
-54,-77,77,7.162787,110.49,31.58,8,21:11:00,2,0
36,41,1,7.258818,104.23,31.48,10,21:12:00,2,0
-84,63,-31,7.127761,102.45,31.51,15,21:13:00,2,0
-34,-71,6,7.091565,107.96,31.47,6,21:14:00,2,0
20,-90,-29,7.00922,106.73,31.02,8,21:15:00,2,0
44,-79,-23,7.496296,109.04,31.49,6,21:16:00,2,0
49,-71,81,7.067362,103.49,31.29,1,21:17:00,2,0
11,4,22,6.913596,103.88,31.33,7,21:18:00,2,0
-95,9,10,7.257089,109.11,31.45,8,21:19:00,2,0
17,-32,76,7.327934,106.59,31.59,12,21:20:00,2,0
26,-24,-10,7.084086,109.34,31.21,6,21:21:00,2,0
-56,-20,-42,7.432205,109.02,31.53,18,21:22:00,2,0
